time,latitude,longitude,depth,mag,type,gap,net,id,place
2022-02-18T05:04:31.730Z,46.8898333,-112.5385,10.97,1.19,ml,101,mb,mb80538664,"13 km ESE of Lincoln, Montana"
2022-02-18T05:03:46.542Z,32.7782,-100.6571,5,2.5,mb_lg,31,us,us7000glvj,"18 km NNE of Hermleigh, Texas"
2022-02-18T05:00:27.800Z,59.8735,-139.7685,8.7,1.7,ml,,ak,ak022294b8d8,"36 km N of Yakutat, Alaska"
2022-02-18T04:54:34.068Z,61.1861,-146.9343,13,1.1,ml,,ak,ak0222941dnl,"32 km W of Valdez, Alaska"
2022-02-18T04:49:33.910Z,38.8115005,-122.824501,2.02,1.17,md,71,nc,nc73694386,"7km WNW of The Geysers, CA"
2022-02-18T04:17:37.092Z,61.5972,-150.9255,66.6,1.6,ml,,ak,ak022293tgmp,"22 km WNW of Susitna, Alaska"
2022-02-18T04:07:45.500Z,19.25966644,-155.3690033,32.45999908,1.92999995,md,206,hv,hv72920942,"13 km ENE of Pāhala, Hawaii"
2022-02-18T04:00:24.863Z,38.1862,-117.7724,9.5,1.2,ml,120.74,nn,nn00834077,"37 km SE of Mina, Nevada"
2022-02-18T03:59:20.590Z,17.97116667,-66.9295,12.52,1.7,md,185,pr,pr71335413,"2 km W of Guánica, Puerto Rico"
2022-02-18T03:45:58.010Z,38.8325005,-122.8059998,1.69,0.97,md,50,nc,nc73694356,"7km W of Cobb, CA"
2022-02-18T03:14:43.423Z,-25.5451,70.1635,10,5.1,mb,75,us,us7000glva,Mid-Indian Ridge
2022-02-18T03:04:17.820Z,32.428,-115.2733333,4.83,2.81,ml,100,ci,ci40188568,"11km NW of Delta, B.C., MX"
2022-02-18T03:04:17.490Z,32.4266667,-115.2645,2.46,3.06,ml,69,ci,ci40188560,"10km NW of Delta, B.C., MX"
2022-02-18T03:00:01.433Z,61.4669,-140.4857,8.6,1.5,ml,,ak,ak0222934b4f,"129 km E of McCarthy, Alaska"
2022-02-18T02:59:54.170Z,19.1779995,-155.4118347,33.06999969,1.89999998,md,163,hv,hv72920917,"7 km ESE of Pāhala, Hawaii"
2022-02-18T02:55:08.125Z,38.2463,141.684,59.35,5.1,mww,97,us,us7000glv1,"38 km ESE of Ishinomaki, Japan"
2022-02-18T02:35:28.860Z,33.4876667,-116.5913333,9.61,1.08,ml,44,ci,ci40188544,"11km SE of Anza, CA"
2022-02-18T02:29:35.549Z,-56.6481,-25.5279,42.04,5,mb,104,us,us7000glxl,South Sandwich Islands region
2022-02-18T02:22:00.329Z,39.4128,-119.9386,9,1.2,ml,48.84,nn,nn00834075,"7 km ENE of Floriston, California"
2022-02-18T02:20:09.367Z,64.4861,-147.9321,6.8,1.3,ml,,ak,ak022292n6fz,"36 km S of South Van Horn, Alaska"
2022-02-18T02:18:59.505Z,39.4145,-119.9369,8.6,1.4,ml,47.85,nn,nn00834073,"7 km ENE of Floriston, California"
2022-02-18T02:15:25.719Z,36.85066667,-97.78516667,7.65,1.7,ml,65,ok,ok2022djwp,"6 km NW of Medford, Oklahoma"
2022-02-18T02:12:42.830Z,38.7873333,-122.7691667,1.52,1.89,md,65,nc,nc73694326,"2km NW of The Geysers, CA"
2022-02-18T02:03:38.300Z,52.22266667,-174.11,4.28,1.34,ml,315,av,av91049823,"6 km ENE of Atka, Alaska"
2022-02-18T01:56:18.806Z,59.6622,-152.1498,58.2,2.4,ml,,ak,ak0222929hd6,"21 km SW of Anchor Point, Alaska"
2022-02-18T01:55:46.367Z,60.0551,-151.5384,35.3,1.8,ml,,ak,ak0222929bpk,"7 km E of Ninilchik, Alaska"
2022-02-18T01:51:41.311Z,41.9704,142.2159,69.14,4.3,mb,170,us,us7000gluu,"42 km SSW of Shizunai-furukawachō, Japan"
2022-02-18T01:49:49.290Z,38.8019981,-122.81633,2.77,1.18,md,63,nc,nc73694321,"6km WNW of The Geysers, CA"
2022-02-18T01:44:51.070Z,36.437,-98.7875,8.36,1.21,ml,154,ok,ok2022djvp,"18 km SSE of Waynoka, Oklahoma"
2022-02-18T01:30:11.231Z,59.5852,-153.0016,91.6,1.6,ml,,ak,ak0222923w5f,"66 km ESE of Pedro Bay, Alaska"
2022-02-18T01:10:17.270Z,35.8735,-117.7016667,7.84,1.03,ml,72,ci,ci40188520,"20km ESE of Little Lake, CA"
2022-02-18T01:07:30.240Z,36.8106667,-111.8731667,5.94,1.75,md,89,uu,uu60482397,"28 km NW of Bitter Springs, Arizona"
2022-02-18T00:35:51.240Z,33.6416667,-116.7298333,12.98,1.93,ml,16,ci,ci40188512,"11km NNW of Anza, CA"
2022-02-18T00:20:37.730Z,19.22533333,-155.371,32.42,3.43,ml,154,hv,hv72920832,"11 km ENE of Pāhala, Hawaii"
2022-02-18T00:19:10.000Z,46.797,-121.9548333,7.46,1.19,ml,101,uw,uw61817611,"7 km NE of Ashford, Washington"
2022-02-18T00:14:38.050Z,35.121,-118.1558333,6.69,1.24,ml,42,ci,ci40188480,"8km NNE of Mojave, CA"
2022-02-18T00:04:47.660Z,37.6933327,-121.9384995,10.47,1.17,md,166,nc,nc73694296,"1km SSW of Dublin, CA"
2022-02-18T00:01:24.730Z,36.8513336,-121.5598297,-0.21,1.09,md,113,nc,nc73694291,"2km WNW of San Juan Bautista, CA"
2022-02-17T23:57:25.570Z,19.18849945,-155.4676666,34.61999893,2.27,ml,98,hv,hv72920797,"1 km SE of Pāhala, Hawaii"
2022-02-17T23:57:12.180Z,39.7175,-111.9928333,4.18,1.29,ml,75,uu,uu60482392,"13 km W of Nephi, Utah"
2022-02-17T23:47:19.960Z,48.09616667,-121.9555,-0.27,1.72,ml,68,uw,uw61817601,Washington
2022-02-17T23:46:34.629Z,62.2099,-149.1742,180.1,1.6,ml,,ak,ak02227rrk86,"35 km E of Susitna North, Alaska"
2022-02-17T23:36:25.533Z,12.7876,-88.2957,68.8,5.2,mwr,108,us,us7000glug,"50 km SSW of Chirilagua, El Salvador"
2022-02-17T23:25:53.360Z,38.822834,-122.7986679,2.93,0.97,md,30,nc,nc73694271,"6km NW of The Geysers, CA"
2022-02-17T23:23:48.093Z,63.5749,-147.7199,15.8,1.1,ml,,ak,ak02227rmnss,"61 km ESE of Denali Park, Alaska"
2022-02-17T23:16:26.224Z,56.341,-148.5722,10,3,ml,259,us,us7000gluc,"266 km ESE of Chiniak, Alaska"
2022-02-17T23:07:26.570Z,36.5315,-89.482,10.44,1.68,md,85,nm,nm60373037,"7 km SE of New Madrid, Missouri"
2022-02-17T22:54:49.928Z,38.2045,-117.7489,2.8,1.2,ml,220.32,nn,nn00834053,"37 km ESE of Mina, Nevada"
2022-02-17T22:54:09.099Z,38.188,-117.7735,3.9,1.1,ml,155.08,nn,nn00834052,"36 km SE of Mina, Nevada"
2022-02-17T22:49:37.160Z,19.1825,-155.4786667,36.41,3.54,ml,77,hv,hv72920752,"2 km S of Pāhala, Hawaii"
2022-02-17T22:45:53.940Z,17.991,-66.93966667,8.8,2.24,md,153,pr,pr71335383,"2 km W of Fuig, Puerto Rico"
2022-02-17T22:44:39.260Z,32.2958333,-115.3145,19,2.48,ml,155,ci,ci40188408,"13km WSW of Delta, B.C., MX"
2022-02-17T22:40:40.580Z,17.90783333,-66.8455,15.59,2.56,md,278,pr,pr71335388,"9 km SSE of Maria Antonia, Puerto Rico"
2022-02-17T22:38:45.720Z,34.9998333,-118.1893333,-0.8,1.36,ml,52,ci,ci40188392,"6km SSW of Mojave, CA"
2022-02-17T22:33:36.337Z,31.9363,-102.0151,5,2.5,mb_lg,40,us,us7000glty,"9 km SE of Midland, Texas"
2022-02-17T22:28:31.640Z,36.85383333,-97.784,7.79,2.55,ml,64,ok,ok2022djpd,Oklahoma
2022-02-17T22:25:31.133Z,63.576,-147.3416,0,2.6,ml,,ak,ak02227r1mb9,"79 km ESE of Denali Park, Alaska"
2022-02-17T22:18:20.870Z,18.94033333,-67.05483333,9.98,3.4,md,264,pr,pr71335378,Mona Passage
2022-02-17T22:01:08.740Z,34.7066667,-121.292,17.26,2.36,md,265,nc,nc73694251,"71km W of Vandenberg Air Force Base, CA"
2022-02-17T22:00:59.563Z,61.5061,-146.5594,6.4,1.7,ml,,ak,ak02227qwer6,"43 km NNW of Valdez, Alaska"
2022-02-17T21:59:58.640Z,36.854,-97.78216667,7.5,2.52,ml,67,ok,ok2022djoe,"6 km NW of Medford, Oklahoma"
2022-02-17T21:50:46.617Z,-30.3992,-178.595,323.46,5.5,mww,146,us,us7000gltf,"Kermadec Islands, New Zealand"
2022-02-17T21:40:34.284Z,61.267,-149.8018,22.3,1.7,ml,,ak,ak02227qjer4,"7 km NE of Anchorage, Alaska"
2022-02-17T21:31:42.994Z,62.81,-150.8846,88.4,1.7,ml,,ak,ak02227qhhxi,"35 km N of Petersville, Alaska"
2022-02-17T21:12:16.767Z,38.8449,90.5232,10,4.6,mb,98,us,us7000glt1,"Xinjiang-Qinghai border region, China"
2022-02-17T21:10:08.580Z,35.7996667,-117.6196667,7.78,1.08,ml,59,ci,ci40188352,"20km W of Searles Valley, CA"
2022-02-17T21:06:23.213Z,61.4688,-140.6603,0,1.5,ml,,ak,ak02227qc3gw,"120 km E of McCarthy, Alaska"
2022-02-17T21:01:46.860Z,33.8371667,-117.4896667,-0.5,1.34,ml,47,ci,ci40188336,"5km SSE of Home Gardens, CA"
2022-02-17T21:00:20.390Z,19.3325,-155.1643333,5.01,1.99,md,85,hv,hv72920642,"14 km SSE of Volcano, Hawaii"
2022-02-17T20:37:06.460Z,53.87,-166.8963333,4.73,1.08,ml,241,av,av91049783,"23 km W of Dutch Harbor, Alaska"
2022-02-17T20:36:44.680Z,33.1948333,-115.5801667,4.64,1.4,ml,90,ci,ci40188328,"8km SW of Niland, CA"
2022-02-17T20:35:36.000Z,35.0496667,-118.3265,-0.82,1.44,ml,89,ci,ci40188320,"14km W of Mojave, CA"
2022-02-17T20:34:56.880Z,49.20116667,-122.3168333,-0.82,1.62,md,151,uw,uw61817541,"7 km N of Mission, Canada"
2022-02-17T20:28:58.963Z,60.3641,-151.914,83.3,1.1,ml,,ak,ak02227pveo3,"32 km WNW of Clam Gulch, Alaska"
2022-02-17T20:12:34.280Z,17.94283333,-66.96016667,15.83,1.47,md,222,pr,pr71335368,"6 km WSW of Guánica, Puerto Rico"
2022-02-17T20:03:20.790Z,38.8366661,-122.8078308,2.69,0.98,md,59,nc,nc73694201,"8km WNW of Cobb, CA"
2022-02-17T19:55:31.920Z,33.0013333,-116.3276667,9.45,1.36,ml,51,ci,ci40188288,"24km SW of Ocotillo Wells, CA"
2022-02-17T19:52:08.720Z,32.9991667,-116.3321667,9.93,2.93,ml,24,ci,ci40188280,"25km SW of Ocotillo Wells, CA"
2022-02-17T19:50:59.068Z,-9.3189,107.0131,10,5.1,mww,42,us,us7000glsh,"239 km S of Banjar, Indonesia"
2022-02-17T19:49:19.401Z,60.8489,-151.3435,57.4,1.1,ml,,ak,ak02227pefs4,"17 km N of Nikiski, Alaska"
2022-02-17T19:43:33.501Z,60.1864,-140.5095,3.8,2,ml,,ak,ak02227pd6k6,"83 km NNW of Yakutat, Alaska"
2022-02-17T19:42:01.383Z,-2.3665,120.9006,10,4.4,mb,50,us,us7000glsd,"104 km NE of Palopo, Indonesia"
2022-02-17T19:37:39.271Z,61.4662,-140.7345,10,2.5,ml,89,us,us7000glsa,"116 km E of McCarthy, Alaska"
2022-02-17T19:32:36.580Z,41.773,-110.5573333,-2,2.1,ml,269,uu,uu60482352,"1 km WSW of Diamondville, Wyoming"
2022-02-17T19:23:42.780Z,17.92933333,-67.096,9.56,1.54,md,301,pr,pr71335363,"7 km SW of La Parguera, Puerto Rico"
2022-02-17T19:20:38.500Z,17.94283333,-66.92433333,10.59,2.44,md,213,pr,pr71335343,"3 km SSW of Guánica, Puerto Rico"
2022-02-17T19:16:19.410Z,36.2426682,-120.8033371,5.47,1.58,md,202,nc,nc73694191,"23km SSW of New Idria, CA"
2022-02-17T19:16:13.020Z,38.8305016,-122.810997,1.77,0.97,md,61,nc,nc73694186,"8km NW of The Geysers, CA"
2022-02-17T19:13:14.830Z,33.4916667,-116.5901667,9.58,0.96,ml,44,ci,ci40188240,"10km SE of Anza, CA"
2022-02-17T18:57:34.530Z,17.95033333,-66.931,12.26,1.81,md,218,pr,pr71335358,"3 km SW of Guánica, Puerto Rico"
2022-02-17T18:45:41.501Z,61.2162,-150.3331,56.2,1.3,ml,,ak,ak02227os74q,"23 km W of Anchorage, Alaska"
2022-02-17T18:42:09.568Z,-8.0064,124.3016,189.14,4.5,mb,99,us,us7000glry,"120 km NW of Maubara, Timor Leste"
2022-02-17T18:37:01.620Z,34.38716667,-96.86833333,0,1.86,ml,80,ok,ok2022djhm,"4 km WSW of Mill Creek, Oklahoma"
2022-02-17T18:30:56.520Z,19.20899963,-155.4069977,31.46999931,2.35,ml,152,hv,hv72920522,"7 km E of Pāhala, Hawaii"
2022-02-17T18:16:02.137Z,44.3622,-115.2289,15.64,2.9,ml,56,us,us7000glrb,"28 km NW of Stanley, Idaho"
2022-02-17T18:13:56.993Z,-23.9151,-175.6934,10,5.2,mb,72,us,us7000glrd,"295 km SSW of ‘Ohonua, Tonga"
2022-02-17T18:13:42.970Z,17.97983333,-66.93366667,11.4,1.95,md,170,pr,pr71335328,"2 km WSW of Fuig, Puerto Rico"
2022-02-17T18:05:50.710Z,36.8465004,-121.5554962,6.31,2,md,68,nc,nc73694161,"2km W of San Juan Bautista, CA"
2022-02-17T18:01:03.270Z,33.8308333,-116.7431667,13.21,1.46,ml,39,ci,ci40188184,"10km NNW of Idyllwild, CA"
2022-02-17T17:52:41.580Z,17.95466667,-66.92966667,9.8,2.41,md,208,pr,pr71335323,"2 km SW of Guánica, Puerto Rico"
2022-02-17T17:49:03.180Z,17.95816667,-66.92983333,11.09,1.98,md,202,pr,pr71335318,"2 km WSW of Guánica, Puerto Rico"
2022-02-17T17:47:05.540Z,34.873,-118.7658333,-1.15,1.17,ml,102,ci,ci40188168,"10km ENE of Lebec, CA"
2022-02-17T17:45:20.530Z,17.96133333,-66.93466667,10.52,2.04,md,200,pr,pr71335353,"3 km WSW of Guánica, Puerto Rico"
2022-02-17T17:44:23.200Z,17.9575,-66.9265,9.95,2.77,md,177,pr,pr71335308,"2 km SW of Guánica, Puerto Rico"
2022-02-17T17:42:38.450Z,17.955,-66.93,10.17,2.97,md,178,pr,pr71335303,"2 km SW of Guánica, Puerto Rico"
2022-02-17T17:41:31.950Z,17.96333333,-66.92683333,9.83,3.04,md,173,pr,pr71335298,"2 km WSW of Guánica, Puerto Rico"
2022-02-17T17:33:17.640Z,38.8025017,-122.8078308,2.27,1.19,md,57,nc,nc73694151,"5km WNW of The Geysers, CA"
2022-02-17T17:24:41.982Z,65.8633,-151.0005,0,1.8,ml,,ak,ak02227o28nf,"55 km NW of Rampart, Alaska"
2022-02-17T17:24:05.220Z,39.4225,-110.3108333,-1.66,2.24,md,196,uu,uu60482337,"15 km SSE of Sunnyside, Utah"
2022-02-17T17:10:01.502Z,63.9397,-148.4024,108.6,1.5,ml,,ak,ak02227nz6k8,"29 km ENE of Healy, Alaska"
2022-02-17T17:03:51.290Z,19.17466736,-155.4671631,36.56000137,1.90999997,md,157,hv,hv72920467,"3 km SSE of Pāhala, Hawaii"
2022-02-17T16:59:30.020Z,19.21066666,-155.4004974,32.40000153,1.84000003,md,160,hv,hv72920452,"8 km E of Pāhala, Hawaii"
2022-02-17T16:53:35.350Z,34.0098333,-116.4125,7.78,0.96,ml,58,ci,ci40188120,"10km ENE of Desert Hot Springs, CA"
2022-02-17T16:52:12.770Z,34.007,-116.4063333,7.04,1.04,ml,120,ci,ci40188112,"10km ENE of Desert Hot Springs, CA"
2022-02-17T16:24:42.648Z,-1.5667,-78.0752,169.69,4.5,mb,52,us,us7000gln0,"12 km SW of Puyo, Ecuador"
2022-02-17T16:19:19.112Z,-28.2996,-69.2061,109.07,4.2,mb,58,us,us7000glmy,"110 km WNW of Vinchina, Argentina"
2022-02-17T16:16:09.867Z,-20.1396,68.1868,10,4.8,mb,138,us,us7000gln1,Mid-Indian Ridge
2022-02-17T16:14:48.680Z,17.94566667,-67.08033333,6.22,1.59,md,281,pr,pr71335348,"4 km SW of La Parguera, Puerto Rico"
2022-02-17T16:12:18.189Z,38.1734,-117.7878,7.5,1.4,ml,150.22,nn,nn00834033,"37 km SE of Mina, Nevada"
2022-02-17T16:05:14.649Z,60.4566,-142.927,1.5,1,ml,,ak,ak02227nckdp,"108 km S of McCarthy, Alaska"
2022-02-17T15:48:06.890Z,41.2861667,-122.1256667,9.13,1.88,md,78,nc,nc73694126,"4km NNE of McCloud, CA"
2022-02-17T15:46:41.200Z,38.8333321,-122.8150024,1.76,1.18,md,73,nc,nc73694121,"8km NW of The Geysers, CA"
2022-02-17T15:15:23.070Z,17.9675,-66.93016667,9.62,2.56,md,191,pr,pr71335288,"2 km W of Guánica, Puerto Rico"
2022-02-17T15:00:35.026Z,63.0995,-151.5417,0,1.9,ml,,ak,ak02227mq8h2,"50 km S of Denali National Park, Alaska"
2022-02-17T14:57:53.880Z,39.4883333,-123.2291667,7.29,1.77,md,58,nc,nc73694111,"14km NE of Willits, CA"
2022-02-17T14:54:50.660Z,38.8390007,-122.836998,2.15,1.18,md,112,nc,nc73694106,"10km NW of The Geysers, CA"
2022-02-17T14:28:24.610Z,38.8333321,-122.8191681,1.8,1.03,md,67,nc,nc73694101,"8km NW of The Geysers, CA"
2022-02-17T14:28:13.840Z,41.2873333,-122.1298333,9.69,2.23,md,62,nc,nc73694096,"4km NNE of McCloud, CA"
2022-02-17T14:05:10.420Z,19.17266655,-155.5123291,33.61999893,1.91,ml,94,hv,hv72920352,"4 km SW of Pāhala, Hawaii"
2022-02-17T13:47:14.373Z,63.1504,-150.5092,107.2,1.3,ml,,ak,ak02227ltebx,"74 km N of Petersville, Alaska"
2022-02-17T13:41:41.180Z,19.87,-156.0273333,40.09,2,md,245,hv,hv72920342,"16 km NNW of Kalaoa, Hawaii"
2022-02-17T13:41:00.450Z,41.2753333,-122.1398333,9.49,1.43,md,114,nc,nc73694081,"2km N of McCloud, CA"
2022-02-17T13:38:38.032Z,62.3827,-151.0568,73.9,1.5,ml,,ak,ak02227lrhvc,"19 km SW of Petersville, Alaska"
2022-02-17T13:36:28.120Z,35.9758333,-119.6698333,25.8,2.27,md,97,nc,nc73694076,"17km SW of Corcoran, CA"
2022-02-17T13:26:24.690Z,35.549,-118.4118333,2.93,1.29,ml,67,ci,ci40188000,"8km ESE of Bodfish, CA"
2022-02-17T13:26:05.189Z,-24.1776,-175.4697,10,5.3,mb,98,us,us7000glmd,south of Tonga
2022-02-17T13:26:01.910Z,47.22833333,-121.8023333,17.66,1.11,ml,147,uw,uw61817456,"14 km NW of Greenwater, Washington"
2022-02-17T13:17:51.520Z,19.19599915,-155.4251709,33.91999817,1.95000005,md,156,hv,hv72920332,"5 km E of Pāhala, Hawaii"
2022-02-17T13:11:08.084Z,-16.0727,-172.2873,10,4.9,mb,85,us,us7000glm5,"162 km E of Hihifo, Tonga"
2022-02-17T13:05:40.247Z,61.2517,-146.8286,7.7,1.2,ml,,ak,ak02227lkg9n,"29 km WNW of Valdez, Alaska"
2022-02-17T13:00:35.680Z,19.49266667,-155.6633333,3.65,1.87,md,85,hv,hv72920307,"21 km E of Honaunau-Napoopoo, Hawaii"
2022-02-17T12:48:47.630Z,35.5213333,-118.4225,5.02,1.15,ml,69,ci,ci40187992,"10km SE of Bodfish, CA"
2022-02-17T12:47:57.650Z,33.4791667,-116.5245,12.2,1.23,ml,54,ci,ci40187984,"16km ESE of Anza, CA"
2022-02-17T12:41:54.010Z,19.18666649,-155.3609924,24.46999931,1.91999996,md,170,hv,hv72920292,"12 km E of Pāhala, Hawaii"
2022-02-17T12:29:14.110Z,35.6943321,-121.1344986,6.88,1.15,md,124,nc,nc73694071,"8km NE of San Simeon, CA"
2022-02-17T11:53:41.666Z,38.2589,-118.3521,11.2,1.8,ml,69.88,nn,nn00834028,"25 km SW of Mina, Nevada"
2022-02-17T11:46:26.510Z,18.0125,-66.971,15.51,1.52,md,204,pr,pr71335283,"4 km SW of Liborio Negron Torres, Puerto Rico"
2022-02-17T11:35:36.085Z,38.1925,-117.7731,6.1,1.8,ml,113.41,nn,nn00834024,"36 km SE of Mina, Nevada"
2022-02-17T11:32:28.560Z,47.918,-113.9955,5.65,1.01,md,277,mb,mb80538604,"2 km E of Bear Dance, Montana"
2022-02-17T11:30:52.359Z,38.1583,-117.9271,11.2,1.2,ml,131.4,nn,nn00834023,"30 km SSE of Mina, Nevada"
2022-02-17T11:09:30.830Z,19.17983246,-155.3831635,34.74000168,1.86000001,md,186,hv,hv72920242,"10 km ESE of Pāhala, Hawaii"
2022-02-17T11:09:12.210Z,18.62833333,-66.86383333,73.21,3,md,228,pr,pr71335278,"16 km N of Camuy, Puerto Rico"
2022-02-17T11:04:18.750Z,38.5368333,-119.538,3.4,2.08,md,82,nc,nc73694051,"6km WNW of Walker, CA"
2022-02-17T10:52:04.780Z,38.8263321,-122.7593307,2.25,0.96,md,219,nc,nc73694046,"3km W of Cobb, CA"
2022-02-17T10:50:04.020Z,17.87366667,-66.87983333,13.49,2.58,md,215,pr,pr71335273,"11 km SSE of Guánica, Puerto Rico"
2022-02-17T10:43:12.630Z,33.7145,-116.7638333,15.89,1.23,ml,63,ci,ci40187960,"5km SW of Idyllwild, CA"
2022-02-17T10:43:07.140Z,34.1126667,-117.4678333,6.68,1.65,ml,31,ci,ci40187952,"2km NNW of Fontana, CA"
2022-02-17T10:42:34.970Z,35.99,-91.7871667,1.99,2.28,md,84,nm,nm60146043,"4 km NW of Mount Pleasant, Arkansas"
2022-02-17T10:35:21.414Z,61.6,-146.5871,20,1.7,ml,,ak,ak02227jyjgx,"44 km SSE of Nelchina, Alaska"
2022-02-17T10:31:41.075Z,2.8201,128.692,199.32,4.6,mb,47,us,us7000gllr,"142 km NNE of Tobelo, Indonesia"
2022-02-17T10:25:39.361Z,36.4455,-115.7385,1.9,1.1,ml,121.14,nn,nn00834018,"15 km SSW of Indian Springs, Nevada"
2022-02-17T10:20:51.312Z,60.3256,-151.352,50.2,1.1,ml,,ak,ak02227jve17,"4 km WSW of Kasilof, Alaska"
2022-02-17T09:56:55.180Z,38.4671667,-122.6458333,7.26,1.37,md,33,nc,nc73694036,"6km ENE of Santa Rosa, CA"
2022-02-17T09:45:06.415Z,54.476,-159.6952,19.87,4.3,mb,158,us,us7000glln,"108 km SSE of Sand Point, Alaska"
2022-02-17T09:42:56.130Z,18.011,-66.7975,12,2.09,md,166,pr,pr71335258,"1 km SSW of Guayanilla, Puerto Rico"
2022-02-17T09:27:39.190Z,44.4076667,-115.2278333,9.66,1.82,ml,113,mb,mb80538594,"31 km NW of Stanley, Idaho"
2022-02-17T09:26:22.949Z,61.347,-150.0723,20,2.4,ml,,ak,ak02227jb6lf,"5 km WSW of Point MacKenzie, Alaska"
2022-02-17T09:17:45.855Z,42.0842,142.6135,52.84,5,mb,82,us,us7000gllk,"34 km SE of Shizunai-furukawachō, Japan"
2022-02-17T09:07:54.110Z,19.16650009,-155.4746704,33.41999817,1.95000005,md,153,hv,hv72920167,"4 km S of Pāhala, Hawaii"
2022-02-17T08:59:07.620Z,35.7448333,-117.5723333,5.36,1.07,ml,149,ci,ci40187920,"15km W of Searles Valley, CA"
2022-02-17T08:57:34.574Z,60.4559,-151.7928,68.2,1.2,ml,,ak,ak02227iwfl1,"28 km W of Kalifornsky, Alaska"
2022-02-17T08:46:04.680Z,33.7766667,-116.1041667,7.61,1.54,ml,43,ci,ci40187904,"12km ENE of Indio, CA"
2022-02-17T08:38:38.190Z,48.19283333,-121.2906667,9.58,0.96,md,157,uw,uw61817431,"24 km ESE of Darrington, Washington"
2022-02-17T08:24:12.342Z,-20.7505,-67.965,185.93,4.4,mb,117,us,us7000gllf,"118 km WSW of Colchani, Bolivia"
2022-02-17T08:19:42.630Z,36.850666,-121.5540009,7.41,2.35,md,49,nc,nc73694006,"2km WNW of San Juan Bautista, CA"
2022-02-17T08:10:01.250Z,65.8338,-150.9471,4.6,1.7,ml,,ak,ak02227im9sz,"51 km NW of Rampart, Alaska"
2022-02-17T08:09:07.660Z,38.8371658,-122.8011703,1.33,1.18,md,84,nc,nc73693996,"7km WNW of Cobb, CA"
2022-02-17T07:57:47.290Z,36.8511658,-121.5643311,0.99,1.02,md,132,nc,nc73693986,"2km WNW of San Juan Bautista, CA"
2022-02-17T07:55:40.290Z,36.8496666,-121.5544968,6.34,2.27,md,50,nc,nc73693981,"2km WNW of San Juan Bautista, CA"
2022-02-17T07:55:29.332Z,65.8625,-150.9101,3.7,1.7,ml,,ak,ak02227iajl1,"52 km NW of Rampart, Alaska"
2022-02-17T07:54:23.460Z,36.848999,-121.5518341,7.65,2.27,md,73,nc,nc73693976,"1km WNW of San Juan Bautista, CA"
2022-02-17T07:54:10.320Z,39.4183333,-110.3075,-1.88,2.19,md,197,uu,uu60482327,"16 km SSE of Sunnyside, Utah"
2022-02-17T07:53:00.374Z,65.856,-150.9473,2.1,2.3,ml,,ak,ak02227ia1xn,"52 km NW of Rampart, Alaska"
2022-02-17T07:52:59.692Z,38.477,-119.3963,0,1.3,ml,216.96,nn,nn00834057,"8 km ESE of Walker, California"
2022-02-17T07:47:17.360Z,44.497,-115.219,4.19,2.25,ml,82,mb,mb80538584,"38 km NW of Stanley, Idaho"
2022-02-17T07:47:00.856Z,38.468,-119.4048,0.1,1,ml,99.14,nn,nn00834056,"8 km SE of Walker, California"
2022-02-17T07:45:37.370Z,46.9761667,-114.1621667,11.86,1.15,ml,100,mb,mb80538574,"4 km NW of Wye, Montana"
2022-02-17T07:45:27.959Z,44.5114,-115.2043,10,2.5,ml,64,us,us7000gll7,"38 km NNW of Stanley, Idaho"
2022-02-17T07:28:18.050Z,38.1825,-117.8742,11.5,1.4,ml,113.15,nn,nn00834015,"30 km SE of Mina, Nevada"
2022-02-17T07:20:14.247Z,38.4952,-119.3937,0,1.5,ml,84.94,nn,nn00834012,"7 km ESE of Walker, California"
2022-02-17T07:08:02.910Z,38.7558333,-122.7311667,1.74,1.58,md,35,nc,nc73693971,"3km SE of The Geysers, CA"
2022-02-17T06:55:24.270Z,19.20033264,-155.3928375,31.06999969,2.09,ml,159,hv,hv72920082,"9 km E of Pāhala, Hawaii"
2022-02-17T06:48:47.675Z,60.7642,-150.7466,60,1.5,ml,,ak,ak02227hnndr,"17 km S of Point Possession, Alaska"
2022-02-17T06:40:30.740Z,17.8185,-66.9425,9.44,3.25,md,262,pr,pr71335248,"17 km SSW of Guánica, Puerto Rico"
2022-02-17T06:37:27.868Z,43.271,-71.7466,5.64,1.8,ml,106,us,us7000glwi,"5 km E of Warner, New Hampshire"
2022-02-17T06:34:46.836Z,38.472,-119.3949,0,1.3,ml,182.91,nn,nn00834050,"8 km ESE of Walker, California"
2022-02-17T05:49:04.950Z,18.021,-66.63716667,18.84,2.01,md,163,pr,pr71335238,"1 km NW of Ponce, Puerto Rico"
2022-02-17T05:45:01.180Z,39.419,-110.3061667,-2.16,1.67,md,197,uu,uu60482317,"16 km SSE of Sunnyside, Utah"
2022-02-17T05:40:16.900Z,39.427,-110.3118333,-2.05,1.74,md,194,uu,uu60482312,"15 km SSE of Sunnyside, Utah"
2022-02-17T05:27:44.790Z,33.4688333,-116.476,9.05,0.96,ml,65,ci,ci40187856,"21km ESE of Anza, CA"
2022-02-17T05:09:53.789Z,35.3245,-97.99733333,7.53,1.28,ml,134,ok,ok2022digw,"4 km WNW of Minco, Oklahoma"
2022-02-17T04:54:45.000Z,19.32883333,-155.1161667,4.4,2.35,ml,142,hv,hv72920022,"15 km S of Fern Forest, Hawaii"
